observationID	cropCode	cropName	speciesID	countryCode	countryText	startYear	duration	longitude	latitude	collectionRemarks
2147365122	A059G	Maize	290307122	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364988	A059G	Maize	290307003	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365014	A059G	Maize	290307023	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365117	A059G	Maize	290307117	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365109	A059G	Maize	290307111	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365048	A059G	Maize	290307050	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364980	A059G	Maize	290306993	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364992	A059G	Maize	290307006	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365105	A059G	Maize	290307107	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365080	A059G	Maize	290307080	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365026	A059G	Maize	290307032	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365095	A059G	Maize	290307097	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365104	A059G	Maize	290307106	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365123	A059G	Maize	290307123	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365076	A059G	Maize	290307076	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364965	A059G	Maize	290306991	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364976	A059G	Maize	290306992	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365077	A059G	Maize	290307077	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365116	A059G	Maize	290307116	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365012	A059G	Maize	290307021	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364984	A059G	Maize	290307000	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365118	A059G	Maize	290307118	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365038	A059G	Maize	290307043	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365084	A059G	Maize	290307085	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365040	A059G	Maize	290307044	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364985	A059G	Maize	290307001	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365001	A059G	Maize	290307012	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364960	A059G	Maize	290306996	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365121	A059G	Maize	290307121	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147366167	A059G	Maize	290307022	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365093	A059G	Maize	290307094	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365088	A059G	Maize	290307089	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365097	A059G	Maize	290307099	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365043	A059G	Maize	290307046	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365003	A059G	Maize	290307013	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365000	A059G	Maize	290307011	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365006	A059G	Maize	290307015	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365044	A059G	Maize	290307047	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365102	A059G	Maize	290307104	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365114	A059G	Maize	290307083	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365081	A059G	Maize	290307081	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365015	A059G	Maize	290307024	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364962	A059G	Maize	290306985	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365115	A059G	Maize	290307095	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365120	A059G	Maize	290307120	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365108	A059G	Maize	290307110	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364969	A059G	Maize	290306988	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365424	A059G	Maize	123	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365107	A059G	Maize	290307109	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364986	A059G	Maize	290307002	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364968	A059G	Maize	290306987	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365103	A059G	Maize	290307105	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364983	A059G	Maize	290306999	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365079	A059G	Maize	290307079	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365085	A059G	Maize	290307086	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365087	A059G	Maize	290307088	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365111	A059G	Maize	290307113	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365106	A059G	Maize	290307108	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365083	A059G	Maize	290307084	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364967	A059G	Maize	290306997	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364991	A059G	Maize	290307005	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364990	A059G	Maize	290307004	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365019	A059G	Maize	290307027	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365017	A059G	Maize	290307025	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365098	A059G	Maize	290307100	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364995	A059G	Maize	290307008	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365036	A059G	Maize	290307041	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365119	A059G	Maize	290307119	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365113	A059G	Maize	290307115	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365029	A059G	Maize	290307035	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365022	A059G	Maize	290307029	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365100	A059G	Maize	290307102	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147367063	A059G	Maize	290307579	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365091	A059G	Maize	290307092	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365045	A059G	Maize	290307048	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365539	A059G	Maize	290307434	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365092	A059G	Maize	290307093	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365047	A059G	Maize	290307049	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365125	A059G	Maize	290307125	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364971	A059G	Maize	290306984	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365011	A059G	Maize	290307020	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365021	A059G	Maize	290307028	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365009	A059G	Maize	290307018	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365090	A059G	Maize	290307091	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365027	A059G	Maize	290307033	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364974	A059G	Maize	122	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364998	A059G	Maize	290307010	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365024	A059G	Maize	290307030	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365030	A059G	Maize	290307036	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365086	A059G	Maize	290307087	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365025	A059G	Maize	290307031	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365112	A059G	Maize	290307114	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365078	A059G	Maize	290307078	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365005	A059G	Maize	290307014	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365094	A059G	Maize	290307096	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364958	A059G	Maize	290306982	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365010	A059G	Maize	290307019	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365110	A059G	Maize	290307112	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147364972	A059G	Maize	290306995	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365099	A059G	Maize	290307101	DE	Germany	2001	3	7.1	50.73	2 fields containing 3 treatments (isogenig, Bt, Bt & insecticides) & 8 replications
2147365221	A059G	Maize	290307195	ES	Spain			-0.82	42.95	unspecified sampling of larvae
2147365220	A059G	Maize	290307194	ES	Spain			-0.82	42.95	unspecified sampling of larvae
2147365226	A059G	Maize	290307200	ES	Spain			-0.82	42.95	unspecified sampling of larvae
2147365227	A059G	Maize	290307201	ES	Spain			-0.82	42.95	unspecified sampling of larvae
2147366020	A059G	Maize	290307593	ES	Spain			0.206	41.615	
2147366018	A059G	Maize	290307592	ES	Spain			0.206	41.615	
2147366012	A059G	Maize	290307127	ES	Spain			0.206	41.615	
2147366013	A059G	Maize	290307128	ES	Spain			0.206	41.615	
2147366016	A059G	Maize	290307594	ES	Spain			0.206	41.615	
2147366017	A059G	Maize	290307183	ES	Spain			0.206	41.615	
2147366019	A059G	Maize	290307159	ES	Spain			0.206	41.615	
2147366014	A059G	Maize	290307160	ES	Spain			0.206	41.615	
2147366015	A059G	Maize	290307181	ES	Spain			0.206	41.615	
2147366022	A059G	Maize	290307201	ES	Spain			0.206	41.615	
2147366023	A059G	Maize	290307195	ES	Spain			0.206	41.615	
2147366021	A059G	Maize	290307129	ES	Spain			0.206	41.615	
2147369307	A059G	Maize	290307129	ES	Spain			0.206	41.615	
2147369301	A059G	Maize	290307195	ES	Spain			0.206	41.615	
2147369302	A059G	Maize	290307583	ES	Spain			0.206	41.615	
2147369304	A059G	Maize	290307127	ES	Spain			0.206	41.615	
2147369300	A059G	Maize	290307201	ES	Spain			0.206	41.615	
2147369303	A059G	Maize	290307133	ES	Spain			0.206	41.615	
2147369306	A059G	Maize	290307160	ES	Spain			0.206	41.615	
2147369305	A059G	Maize	290307128	ES	Spain			0.206	41.615	
2147372175	A059G	Maize	290307728	DE	Germany			7.1	50.73	
2147372177	A059G	Maize	290307212	DE	Germany			7.1	50.73	
2147372178	A059G	Maize	290307626	DE	Germany			7.1	50.73	
2147372176	A059G	Maize	290307679	DE	Germany			7.1	50.73	
2147372180	A059G	Maize	290308865	DE	Germany			7.1	50.73	
2147372182	A059G	Maize	290307136	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372184	A059G	Maize	290307130	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372186	A059G	Maize	290307128	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372190	A059G	Maize	290307680	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372185	A059G	Maize	290307127	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372188	A059G	Maize	290307129	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372192	A059G	Maize	290307162	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372189	A059G	Maize	290307132	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372191	A059G	Maize	290307131	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372193	A059G	Maize	290307164	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372194	A059G	Maize	290307163	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372187	A059G	Maize	290308865	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372183	A059G	Maize	290307137	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372181	A059G	Maize	290307679	DE	Germany			7.1	50.73	see also Rauschen et al. 2008 (Ref. 24) - data entered twice (not sure if same data)
2147372196	A059G	Maize	290307127	DE	Germany			7.1	50.73	
2147372197	A059G	Maize	290307128	DE	Germany			7.1	50.73	
2147372195	A059G	Maize	290307160	DE	Germany			7.1	50.73	
2147366026	A059G	Maize	290307133	ES	Spain			0.206	41.615	
2147366025	A059G	Maize	290307195	ES	Spain			0.206	41.615	
2147366028	A059G	Maize	290307627	ES	Spain			0.206	41.615	
2147366027	A059G	Maize	290307583	ES	Spain			0.206	41.615	
2147366024	A059G	Maize	290307201	ES	Spain			0.206	41.615	
2147365066	A059G	Maize	290307066	DE	Germany	1978	1	10.136	54.098	
2147365061	A059G	Maize	290307061	DE	Germany	1978	1	10.136	54.098	
2147365069	A059G	Maize	290307069	DE	Germany	1978	1	10.136	54.098	
2147365059	A059G	Maize	290307059	DE	Germany	1978	1	10.136	54.098	
2147365057	A059G	Maize	290307057	DE	Germany	1978	1	10.136	54.098	
2147365049	A059G	Maize	290307051	DE	Germany	1978	1	10.136	54.098	
2147365062	A059G	Maize	290307062	DE	Germany	1978	1	10.136	54.098	
2147365053	A059G	Maize	290307054	DE	Germany	1978	1	10.136	54.098	
2147365055	A059G	Maize	290307055	DE	Germany	1978	1	10.136	54.098	
2147365060	A059G	Maize	290307060	DE	Germany	1978	1	10.136	54.098	
2147365063	A059G	Maize	290307063	DE	Germany	1978	1	10.136	54.098	
2147365072	A059G	Maize	290307327	DE	Germany	1978	1	10.136	54.098	
2147365070	A059G	Maize	290307070	DE	Germany	1978	1	10.136	54.098	
2147365067	A059G	Maize	290307067	DE	Germany	1978	1	10.136	54.098	
2147365058	A059G	Maize	290307058	DE	Germany	1978	1	10.136	54.098	
2147365073	A059G	Maize	290307073	DE	Germany	1978	1	10.136	54.098	
2147365074	A059G	Maize	290307074	DE	Germany	1978	1	10.136	54.098	
2147365054	A059G	Maize	290307037	DE	Germany	1978	1	10.136	54.098	
2147365071	A059G	Maize	290307071	DE	Germany	1978	1	10.136	54.098	
2147365065	A059G	Maize	290307065	DE	Germany	1978	1	10.136	54.098	
2147365051	A059G	Maize	290307053	DE	Germany	1978	1	10.136	54.098	
2147365052	A059G	Maize	290307038	DE	Germany	1978	1	10.136	54.098	
2147365050	A059G	Maize	290307052	DE	Germany	1978	1	10.136	54.098	
2147365056	A059G	Maize	290307056	DE	Germany	1978	1	10.136	54.098	
2147365075	A059G	Maize	290307075	DE	Germany	1978	1	10.136	54.098	
2147365064	A059G	Maize	290307064	DE	Germany	1978	1	10.136	54.098	
2147365068	A059G	Maize	290307068	DE	Germany	1978	1	10.136	54.098	
2147381865	A05AD	Rye	290307064	DE	Germany	1978	1	10.136	54.098	
2147381860	A05AD	Rye	290307062	DE	Germany	1978	1	10.136	54.098	
2147381849	A05AD	Rye	290307054	DE	Germany	1978	1	10.136	54.098	
2147381854	A05AD	Rye	290307037	DE	Germany	1978	1	10.136	54.098	
2147381848	A05AD	Rye	290307038	DE	Germany	1978	1	10.136	54.098	
2147381856	A05AD	Rye	290307070	DE	Germany	1978	1	10.136	54.098	
2147381861	A05AD	Rye	290307061	DE	Germany	1978	1	10.136	54.098	
2147381864	A05AD	Rye	290307063	DE	Germany	1978	1	10.136	54.098	
2147381866	A05AD	Rye	290307069	DE	Germany	1978	1	10.136	54.098	
2147381862	A05AD	Rye	290307075	DE	Germany	1978	1	10.136	54.098	
2147381868	A05AD	Rye	290307060	DE	Germany	1978	1	10.136	54.098	
2147381859	A05AD	Rye	290307071	DE	Germany	1978	1	10.136	54.098	
2147381845	A05AD	Rye	290307051	DE	Germany	1978	1	10.136	54.098	
2147381870	A05AD	Rye	290307068	DE	Germany	1978	1	10.136	54.098	
2147381847	A05AD	Rye	290307053	DE	Germany	1978	1	10.136	54.098	
2147381867	A05AD	Rye	290307058	DE	Germany	1978	1	10.136	54.098	
2147381846	A05AD	Rye	290307052	DE	Germany	1978	1	10.136	54.098	
2147381869	A05AD	Rye	290307073	DE	Germany	1978	1	10.136	54.098	
2147381851	A05AD	Rye	290307057	DE	Germany	1978	1	10.136	54.098	
2147381852	A05AD	Rye	290307066	DE	Germany	1978	1	10.136	54.098	
2147381858	A05AD	Rye	290307059	DE	Germany	1978	1	10.136	54.098	
2147381863	A05AD	Rye	290307327	DE	Germany	1978	1	10.136	54.098	
2147381857	A05AD	Rye	290307065	DE	Germany	1978	1	10.136	54.098	
2147381855	A05AD	Rye	290307074	DE	Germany	1978	1	10.136	54.098	
2147381850	A05AD	Rye	290307067	DE	Germany	1978	1	10.136	54.098	
2147381853	A05AD	Rye	290307056	DE	Germany	1978	1	10.136	54.098	
2147364970	A059G	Maize	290306984	DE	Germany	1978	1	10.136	54.098	
2147365046	A059G	Maize	290307049	DE	Germany	1978	1	10.136	54.098	
2147364963	A059G	Maize	123	DE	Germany	1978	1	10.136	54.098	
2147365041	A059G	Maize	290307045	DE	Germany	1978	1	10.136	54.098	
2147365039	A059G	Maize	290307044	DE	Germany	1978	1	10.136	54.098	
